xxxx;;;;;;;;;;;;;;x
#######################################;;;;;;;;;;;;;;x
# 部长效果;;;;;;;;;;;;;;x
#######################################;;;;;;;;;;;;;;x
powerful_imperium;威权统治者;;;;;;;;;;;;;x
leader_of_people;人民领袖;;;;;;;;;;;;;x
guerrilla_thought;游击战理论;;;;;;;;;;;;;x
moving_battle;运动战思想;;;;;;;;;;;;;x
war_of_quick_decision;速决战理论;;;;;;;;;;;;;x
underground_specialist;地下工作专家;;;;;;;;;;;;;x
trainning_of_battle;正规战素养;;;;;;;;;;;;;x
#######################################;;;;;;;;;;;;;;x
# Buff;;;;;;;;;;;;;;x
#######################################;;;;;;;;;;;;;;x
Kanglian_4_1;集团部落的影响;;;;;;;;;;;;;x
Kanglian_4_2;满洲国：支那人的最后抵抗;;;;;;;;;;;;;x
Japan_Preparing;日本扩军计划;;;;;;;;;;;;;x
Japan_Shanghai;长江扩张计划;;;;;;;;;;;;;x
passive_defence;消极的防御;;;;;;;;;;;;;x
cxb_1936;马家军的续命;;;;;;;;;;;;;x
luochuan_2;山地游击战;;;;;;;;;;;;;x
chi_1936;第一次国共内战;;;;;;;;;;;;;x
sanguang;烬灭作战：杀光、抢光、烧光;;;;;;;;;;;;;x
sanguang_chc;三光政策的影响;;;;;;;;;;;;;x
desperate_defence;绝望的防御;;;;;;;;;;;;;x
zhiansuzheng;北支那治安肃正计划;;;;;;;;;;;;;x
zhiansuzheng_chc;囚笼政策的影响;;;;;;;;;;;;;x
chc_fighting;百团大战;;;;;;;;;;;;;x
initial_mobilization;战斗动员;;;;;;;;;;;;;x
cruel_mobilization;国民政府的铁腕动员;;;;;;;;;;;;;x
suiyuan_battle;绥远抗战;;;;;;;;;;;;;x
Japan_Support;日本的援助;;;;;;;;;;;;;x
desperate_defence_2;保卫祖国;;;;;;;;;;;;;x
desperate_defence_3;保卫祖国;;;;;;;;;;;;;x
corrupt_politics;前方吃紧，后方紧吃;;;;;;;;;;;;;x
china_stop_war;双十协定;;;;;;;;;;;;;x
Event289999_modifier;发展生产，自力更生;;;;;;;;;;;;;x
Event290000_modifier;三年饥荒;;;;;;;;;;;;;x
Event289998_modifier;封锁陕甘宁;;;;;;;;;;;;;x
Event290003_modifier;大生产;;;;;;;;;;;;;x
The_Migration_Period_modifier;工业内迁;;;;;;;;;;;;;x
The_Migration_Period_education_modifier;教育内迁;;;;;;;;;;;;;x
The_Migration_education2_education_modifier;国立西南联合大学;;;;;;;;;;;;;x
Event19361_modifier;消极的对日态度;;;;;;;;;;;;;x
Event19365_modifier;宪兵学校;;;;;;;;;;;;;x
kuibai_modifier;大溃败;;;;;;;;;;;;;x
Event00004_modifier;失败的抗战;;;;;;;;;;;;;x
Event00006_modifier;布武天下;;;;;;;;;;;;;x
Event300_modifier;南进;;;;;;;;;;;;;x
chaotic_command;混乱的指挥体系;;;;;;;;;;;;;x
antiquated_strategy;陈旧的战略战术;;;;;;;;;;;;;x
variety_warlords;各种各样的军阀武装;;;;;;;;;;;;;x
rvariety_warlords;持久战;;;;;;;;;;;;;x
Event70_modifier;五中全会;;;;;;;;;;;;;x
Event71_modifier;第一次反共高潮;;;;;;;;;;;;;x
Event69_modifier;坚决抗战;;;;;;;;;;;;;x
Event69_modifier;舆论压力;;;;;;;;;;;;;x
Event72_modifier;皖南事变;;;;;;;;;;;;;x
cvariety_warlords;日本南进;;;;;;;;;;;;;x
Event2244_modifier;飞虎队;;;;;;;;;;;;;x
Event4000_modifier;大饥荒;;;;;;;;;;;;;x
Event111_modifier;战争公债;;;;;;;;;;;;;x
Event112_modifier;四联总处;;;;;;;;;;;;;x
Rariety_warlords;重海轻陆的思想;;;;;;;;;;;;;x
Zariety_warlords;刀耕火种的生产;;;;;;;;;;;;;x
ICariety_warlords;损毁殆尽的民族工业;;;;;;;;;;;;;;x
Qntiquated_strategy;模范战区;;;;;;;;;;;;;;x
Event2221_modifier;文夕大火;;;;;;;;;;;;;x
CHI_FOURfamily_BUFF;四大家族;;;;;;;;;;;;;x
JAP_IC_BUFF;中岛、川崎、三菱;;;;;;;;;;;;;x
JAP_ACT_BUFF;武士道;;;;;;;;;;;;;x
CHI_PEOPE_BUFF;落后的国民思想;;;;;;;;;;;;;x
JAP_JINGYUN_BUFF;英美的制裁;;;;;;;;;;;;;x
usa_JINGYUN_BUFF;制裁日本;;;;;;;;;;;;;x
TCNOLOGYPOLICE_modifier;清剿共匪;;;;;;;;;;;;;x
POLICEDA_modifier;大扫荡;;;;;;;;;;;;;x
CHI_DAILI_modifier;军统局;;;;;;;;;;;;;x
CHC_DAILI_modifier;地下党;;;;;;;;;;;;;x
SIAWAR_modifier;马虎山乱疆;;;;;;;;;;;;;x
SIACLA_modifier;第一次大清洗;;;;;;;;;;;;;x
SIACLA2_modifier;第二次大清洗;;;;;;;;;;;;;x
