#######################################;;;;;;;;;;;;;;;x
# 事件;;;;;;;;;;;;;;;x
#######################################;;;;;;;;;;;;;;;x
Event19361title;平津学生南下组成抗日宣传团;;;;;;;;;;;;;;x
Event19361subtitle;救亡图存;;;;;;;;;;;;;;x
Event19361desc;一二九运动后北平、天津学生为南下宣传抗日救亡,而组织起来平津学生南下扩大宣传团.一二九运动后,国民党采取种种措施,分化、破坏学生运动.这时,中国共产党指出,学生运动必须和工农兵抗日斗争结合起来,才能达到胜利.\n团中央根据中国共产党党的指示,于1935年12月20日发表<为抗日救国告全国各校学生和各界青年同胞宣言>,号召青年学生到工农兵商中去,‘实行全民抗日救国大联合’.共产党在北平的党组织经过研究,决定利用寒假,组织‘平津学生南下扩大宣传团’.12月底,平津学生联合会成立,郭明秋任执行主席.1936年1月,平津学联组成‘平津学生南下扩大宣传团’.董毓华、宋黎、江明任总指挥,彭涛任党团书记.宣传团成员多为一二九运动的骨干,约500人.1936年1月3日,宣传团开始沿平汉路南下.宣传团沿途宣传日军在东北的暴行和华北危急情况,演出歌颂东北义勇军的话剧<打回老家去>,还帮助农民建立抗日救国组织.宣传团历时3周,徒步700里,促进了广大群众的觉醒,撒下了抗日的火种.宣传团的活动,引起了国民党的恐惧,遭到国民党军警的包围和殴打.为了保存力量,坚持长期斗争,宣传团到高碑店、保定后,返回北平.后来,在北平地下党领导下,以宣传团为基础,成立了‘中国民族解放先锋队’.;;;;;;;;;;;;;;x
Event19365title;国民政府建立宪兵学校;;;;;;;;;;;;;;x
Event19365desc;虽然孙中山提出了中华民国宪兵的建设思路，但是国民政府一直未有能力付诸行动.不过随着国家军事制度的逐步重整与内外形势的剧烈动荡,国民政府认识到必须建立一支具有高度纪律、专业训练与政治可靠性的宪兵力量,以承担首都治安、交通要道警备、要人护卫、军事宪制执行以及战时督战等关键任务的必要性.为此,行政院与军事委员会反复磋商后,于军政部陆续提出的警宪改制方案基础上,决定正式成立‘中华民国宪兵学校’,作为全国宪兵系统的最高学府与训练中枢.筹备期间,蒋介石对宪兵部队的军纪、思想与忠诚度尤为重视,明确指示学校必须以‘军纪为魂、法制为纲、忠诚为本’为训育宗旨,并要求依照德、日两国宪兵制度的现代模式,设立侦缉、勤务、宪制、交通、警卫等课程,训练内容包含法律、宪兵战术、情报侦察、刑事调查、军纪法规、城市戒严与特种勤务,力求打造一支能在战时支撑后方、在平时维持军纪、在政局动荡中稳定秩序的骨干力量.;;;;;;;;;;;;;;x
Event19366desc;3月下旬,中共中央政治局在山西西部召开会议,并且讨论了如下问题：一、共产国际第七次代表大会的决议和如何建立和发展抗日民族统一战线问题；二、中国共产党的军事战略方针,争取迅速直接对日作战的问题.;;;;;;;;;;;;;;x
Event19367desc;女佣阿部定于昭和十一年5月18日在日本东京都荒川区尾久的茶室,将情人绞杀并切除其生殖器.该案发生后,因其猎奇性质迅速轰动日本新闻界.不久后法院对该案做出判决,案件动机被定为痴情所致,阿部定随后接受了服刑6年的判决.;;;;;;;;;;;;;;x
Event19368desc;图灵机,又称图灵计算、图灵计算机,是由数学家图灵(1912—1954)提出的一种抽象计算模型,即将人们使用纸笔进行数学运算的过程进行抽象,由一个虚拟的机器替代人们进行数学运算.;;;;;;;;;;;;;;x
Event19369desc;1936年5月31日,全国20余省市60多个救亡团体和十九路军代表共70余人在上海集会,宣告成立全国各国救国联合会.联合会由沈钧儒、章乃器、陶行知、邹韬奋等人发起组织.主要领导人有沈钧儒、章乃器、李公朴、邹韬奋、沙千里、王造时、史良、陶行知等.救国会呼吁全国各党各派立即停止军事冲突,立即派遣正式代表进行谈判,以便制定共同抗敌纲领,建立一个统一的抗敌政权.并且选举宋庆龄、何香凝、马相伯、邹韬奋等40多人为执行委员,沈钧儒、章乃器、李公朴、史良、沙千里、王造时、孙晓村、曹孟君、何伟等14人为常务委员.\n全国各界救国联合会表示赞同中国共产党提出的停止内战、一致抗日的主张,要求国民党改变‘先安内后攘外’的方针,联合红军,共同抗日.救国会的号召产生了很大的影响.华北、西北、华南等地区以至在旅居欧美、东南亚的华侨中,相继成立了各界救国联合会.;;;;;;;;;;;;;;x
Event193610desc;1936年6月,斯诺以特派记者身份来访陕北,成为第一个采访中国苏维埃政权的西方记者,受到了共产党人的热情接待.在陕北期间,斯诺写了大量通讯报道.\n不久后,斯诺回到北平,随即发表了大量通讯报道,还热情向北大、清华、燕大的青年学生介绍陕北见闻,放映他拍摄的反映苏区生活的影片、幻灯片,展示照片.不久后,斯诺更是发表了<西行漫记>,详细描述了他在陕北的见闻,让国统区青年看到了毛泽东、周恩来、彭德怀等红军领袖的形象,看到了‘红旗下的中国’.;;;;;;;;;;;;;;x
