xxxx;;;;;;;;;;;;;;x
#######################################;;;;;;;;;;;;;;x
# 兵种;;;;;;;;;;;;;;x
#######################################;;;;;;;;;;;;;;x
partisan_bergsjaeger;游击集团;;;;;;;;;;;;;x
partisan_bergsjaeger_short;游击队;;;;;;;;;;;;;x
chc_gundam;干部团;;;;;;;;;;;;;x
chc_gundam_short;教导;;;;;;;;;;;;;x
chi_star_destroyer;党化部队;;;;;;;;;;;;;x
chi_star_destroyer_short;教导;;;;;;;;;;;;;x
GER_ss;党卫军;;;;;;;;;;;;;x
GER_ss_short;党卫军;;;;;;;;;;;;;x
artillery_brigadeB;炮兵集团;;;;;;;;;;;;;x
artillery_brigadeB_short;炮兵;;;;;;;;;;;;;x
alpine_artillery_brigadeB;山炮集团;;;;;;;;;;;;;x
alpine_artillery_brigadeB_short;山炮兵;;;;;;;;;;;;;x
For_the_occasion_brigade;预备兵;;;;;;;;;;;;;x
For_the_occasion_brigade_short;预备兵;;;;;;;;;;;;;x
field_battalion;野战营;;;;;;;;;;;;;x
field_battalion_short;野战营;;;;;;;;;;;;;;x
anti_air_company;防空连;;;;;;;;;;;;;x
anti_air_company_short;防空连;;;;;;;;;;;;;x
communications_company;通讯连;;;;;;;;;;;;;x
communications_company_short;通讯连;;;;;;;;;;;;;x
foring_brigade;外籍兵团;;;;;;;;;;;;;x
foring_brigade_short;外籍兵团;;;;;;;;;;;;;x
sp_anti_air_brigade;机械化防空炮;;;;;;;;;;;;;x
sp_anti_air_brigade_short;机械化防空炮;;;;;;;;;;;;;x
motorized_artillery_brigade;摩托化炮兵;;;;;;;;;;;;;x
motorized_artillery_brigade_short;摩托化炮兵;;;;;;;;;;;;;x
motorized_anti_air_brigade;摩托化防空炮兵;;;;;;;;;;;;;x
motorized_anti_air_brigade_short;摩托化防空炮兵;;;;;;;;;;;;;x
glider_armor_brigade;机降坦克;;;;;;;;;;;;;x
glider_armor_brigade_short;机降坦克;;;;;;;;;;;;;x
glider_anti_tank_brigade;机降反坦克炮;;;;;;;;;;;;;x
glider_anti_tank_brigade_short;机降反坦克炮;;;;;;;;;;;;;x
assault_gun_brigade;突击火炮;;;;;;;;;;;;;x
assault_gun_brigade_short;突击火炮;;;;;;;;;;;;;x
amph_armour_brigade;两栖坦克;;;;;;;;;;;;;x
amph_armour_brigade_short;两栖坦克;;;;;;;;;;;;;x
air_engineer_brigade;伞降工兵;;;;;;;;;;;;;x
air_engineer_brigade_short;伞降工兵;;;;;;;;;;;;;x
hobart_armor_brigade;机械化工程兵;;;;;;;;;;;;;x
hobart_armor_brigade_short;机械化工程兵;;;;;;;;;;;;;x
camicie_nere_brigade;国家安全义勇军;;;;;;;;;;;;;x
camicie_nere_brigade_short;国家安全义勇军;;;;;;;;;;;;;x
motorized_anti_tank_brigade;摩托化反坦克炮;;;;;;;;;;;;;x
motorized_anti_tank_brigade_short;摩托化反坦克炮;;;;;;;;;;;;;x
light_bergsjaeger;山地轻步兵;;;;;;;;;;;;;x
light_bergsjaeger_short;山地轻步兵;;;;;;;;;;;;;x
#######################################;;;;;;;;;;;;;;x
# 特性;;;;;;;;;;;;;;x
#######################################;;;;;;;;;;;;;;x
tactical_genius;战术天才;;;;;;;;;;;;;x
sincere_seeker;精诚义士;;;;;;;;;;;;;x
serious_general;严明的领军者;;;;;;;;;;;;;x
defense_army;金城之师;;;;;;;;;;;;;x
believed_general;受宠信的将领;;;;;;;;;;;;;x
mao_army_1;分割歼灭思想;;;;;;;;;;;;;x
zhude_thought;游击战思想;;;;;;;;;;;;;x
mao_army_3;穿插突击思想;;;;;;;;;;;;;x
mao_army_4;组织纪律观念;;;;;;;;;;;;;x
mao_army_5;官兵平等模式;;;;;;;;;;;;;x
mao_army_6;主动作战观念;;;;;;;;;;;;;x
mao_army_7;连续战斗作风;;;;;;;;;;;;;x
friction_specialist;摩擦专家;;;;;;;;;;;;;x
#######################################;;;;;;;;;;;;;;x
# 战术;;;;;;;;;;;;;;x
#######################################;;;;;;;;;;;;;;x
tactic_sparrow;麻雀战;;;;;;;;;;;;;x
tactic_road_breaking;破袭战;;;;;;;;;;;;;x
tactic_saodang;大扫荡;;;;;;;;;;;;;x
#######################################;;;;;;;;;;;;;;x
# OOB;;;;;;;;;;;;;;x
#######################################;;;;;;;;;;;;;;x
CHC_Kanglian.txt;东北抗日联军\n;;;;;;;;;;;;;x
CHI_Shanghai.txt;第九集团军、第八集团军\n;;;;;;;;;;;;;x
JAP_Peking.txt;北支那派遣军\n;;;;;;;;;;;;;x
JAP_Shanghai.txt;上海派遣军\n;;;;;;;;;;;;;x
CHC_Balu_1.txt;国民革命军第八路军\n;;;;;;;;;;;;;x
CHC_N4A.txt;国民革命军陆军新编第四军\n;;;;;;;;;;;;;x
CHC_1.txt;八路军晋察冀军区\n;;;;;;;;;;;;;x
