#######################################;;;;;;;;;;;;;;;x
# 事件;;;;;;;;;;;;;;;x
#######################################;;;;;;;;;;;;;;;x
21title;开罗宣言;;;;;;;;;;;;;;x
21decs;中、美、英三国军事方面人员,对于今后对日作战计划,已获得一致意见.三大盟国决以不松弛之压力,从海陆空各方面加诸残暴之敌人,此项压力,已经在增长之中.我三大盟国此次进行战争之目的,在制止及惩罚日本之侵略,三国绝不为自己图利亦无拓展疆土之意思.三国之宗旨,在剥夺日本自一九一四年第一次世界大战开始后,在太平洋上所夺得或占领之一切岛屿,及日本在中国所窃取之领土,如东北四省台湾澎湖列岛等归还中华民国.其他日本以武力或贪欲所攫取之土地,亦务将日本驱逐出境.我三大盟国稔知朝鲜人民所受之奴隶待遇,决定在相当时期使朝鲜自由独立.基于以上各项目的,三大盟国将继续坚忍进行其重大而长期之战斗,以获得日本无条件之投降.;;;;;;;;;;;;;;x
4option1;万岁;;;;;;;;;;;;;;x
801title;中美英三国发表开罗宣言;;;;;;;;;;;;;;x
801decs;中、美、英三国军事方面人员,对于今后对日作战计划,已获得一致意见.三大盟国决以不松弛之压力,从海陆空各方面加诸残暴之敌人,此项压力,已经在增长之中.我三大盟国此次进行战争之目的,在制止及惩罚日本之侵略,三国绝不为自己图利亦无拓展疆土之意思.三国之宗旨,在剥夺日本自一九一四年第一次世界大战开始后,在太平洋上所夺得或占领之一切岛屿,及日本在中国所窃取之领土,如东北四省台湾澎湖列岛等归还中华民国.其他日本以武力或贪欲所攫取之土地,亦务将日本驱逐出境.我三大盟国稔知朝鲜人民所受之奴隶待遇,决定在相当时期使朝鲜自由独立.基于以上各项目的,三大盟国将继续坚忍进行其重大而长期之战斗,以获得日本无条件之投降.;;;;;;;;;;;;;;x
31title;美、英、中、苏四国联合发表波兹坦公告;;;;;;;;;;;;;;x
31decs;美、英、中促日本投降之<波茨坦公告>美、英、中三国政府领袖公告：（一）美国总统、中国国民政府主席及英国首相代表余等亿万国民,业经会商,并同意对日本应予以一机会,以结束此次战事.（二）美国、英帝国及中国之庞大陆、海、军部队,已增强多倍,其由西方调来之军队,即将予日本以最后之打击,彼等之武力受所有联合国决心支持及鼓励,对日作战,不至其停止抵抗不止.（三）德国无效果及无意识抵抗全世界激起之自由人之力量,所得之结果,彰彰在前,可为日本人民之殷鉴.此种力量当其对付抵抗之纳粹时不得不将德国人民全 体之土地、工业及其生活方式摧残殆尽.但现在集中对待日本之星则较之更为庞大,不可衡量.吾等之军力,加以吾人之坚决意志为后盾,若予以全部实施,必将使 日本军队完全毁灭,无可逃避,而日本之本土亦必终归全部残毁.（四）现时业已到来,日本必须决定一途,其将继续受其一意孤行计算错误,使日本帝国已陷于完全毁灭之境之军人之统制,抑或走向理智之路.（五）以下为吾人之条件,吾人决不更改,亦无其他另一方式.犹豫迁延,更为吾人所不容许.（六）欺骗及错误领导日本人民使其妄欲征服世界者之威权及势力,必须永久剔除.盖吾人坚持非将负责之穷兵黩武主义驱出世界,则和平安全及正义之新秩序势不可能.（七）直至如此之新秩序成立时,及直至日本制造战争之力量业已毁灭,有确定可信之证据时,日本领土经盟国之指定,必须占领,俾吾人在此陈述之基本目的得以完成.（八）开罗宣言之条件必将实施,而日本之主权必将限于本州、北海道、九州、四国及吾人所决定其他小岛之内.（九）日本军队在完全解除武装以后,将被允许返其家乡,得有和平及生产生活之机会.（十）吾人无意奴役日本民族或消灭其国家,但对于战罪人犯,包括虐待吾人俘虏在内,将处以法律之裁判,日本政府阻止日本人民民主趋势之复兴及增强之所有障碍予以消除,言论、宗教及思想自由以及对于基本人权之重视必须成立.（十一）日本将被允许维持其经济所必须及可以偿付货物赔款之工业,但可以使其获得原料,以别于统制原料,日本最后参加国际贸易关系当可准许.（十二）上述目的达到及依据日本人民自由表示之意志成立一倾向和平及负责之政府后,同盟国占领军队当撤退.（十三）通告日本政府立即宣布所有日本武装部队无条件投降,并以此种行动诚意实行予以适当之各项保证,除此一途,日本即将迅速完全毁灭.;;;;;;;;;;;;;;x
Event44444title;苏日互不侵犯条约;;;;;;;;;;;;;;x
Event44444desc;苏联与日本于1941年4月13日签订的在战争中相互保证中立的条约.又称日苏中立条约、苏日互不侵犯条约、日苏互不侵犯条约.该条约是苏日两大帝国主义的分赃条约,严重损害了中国主权.;;;;;;;;;;;;;;x
61decs;1945年8月8日晚, 苏联根据雅尔塔会议精神,忠于同盟国义务,宣布从次日起与日本进入战争状态.;;;;;;;;;;;;;;x
event20183311_title;再一次的疯狂;;;;;;;;;;;;;;x
event20183311_desc;20年前我们意识到了细菌武器的强大,虽然军方明确地向我们提出了反对,这不符合他们那可笑的荣誉；但是潘多拉的盒子已被开启,现在不可能回头了.我们可以向民众宣传这是一种强力又有效的武器,它可以大大减少战士在前线的伤亡率,我们相信民众会选择站在我们这一边的;;;;;;;;;;;;;;x
event20183311_op;执行吧,为了胜利;;;;;;;;;;;;;;x
event20183312_title;行至歧途;;;;;;;;;;;;;;x
