#######################################;;;;;;;;;;;;;;;x
# 决议;;;;;;;;;;;;;;;x
#######################################;;;;;;;;;;;;;;;x
Jap_war_rehe_front_title;进占热河;;;;;;;;;;;;;;x
Jap_war_rehe_front_desc;支那人已经从满洲地区被彻底肃清,下一步应顺势攻占热河,完成帝国的战略意图!;;;;;;;;;;;;;;x
Jap_war_greatwall_front_title;关内作战;;;;;;;;;;;;;;x
Jap_war_greatwall_front_desc;热河已然在帝国掌控之下,进军关内而控制北支那乃是顺理成章之事!;;;;;;;;;;;;;;x
Anti_jap_front_great_wall_title;长城抗战;;;;;;;;;;;;;;x
Anti_jap_front_great_wall_desc;日寇之野心,已然不满足于东北三省.如今大军入关,兵压热河,若仍苟且,必将重蹈九一八之覆辙,则国家危矣!;;;;;;;;;;;;;;x
Nanking_war_JiangXi_Commist_title;第五次围剿战争;;;;;;;;;;;;;;x
Nanking_war_JiangXi_Commist_desc;攘外必先安内,统一方可御侮!;;;;;;;;;;;;;;x
Intagrate_China_GuiZhou_title;编遣黔军;;;;;;;;;;;;;;x
Intagrate_China_GuiZhou_desc;贵州的王家烈在红军的打击下元气大伤,以无法保持其在贵州的统治地位,这正是整合贵州军阀势力的好时机.;;;;;;;;;;;;;;x
Postpone_war_ShanXi_Commist_title;立足陕北;;;;;;;;;;;;;;x
Postpone_war_ShanXi_Commist_desc;中央苏区在蒋匪的打击下已经成为过去式,现在必须立足于陕北,重建苏区,才能再度点燃中国革命的燎原之火.;;;;;;;;;;;;;;x
chi_army_revolution_title;启动陆军改革;;;;;;;;;;;;;;x
chi_army_revolution_desc;德国军事顾问向军委会提出了陆军改革建议书,将根据中国国情状况对现有陆军进行改革,实现军队现代化.;;;;;;;;;;;;;;x
chi_newdailylife_revolution_title;开展新生活运动;;;;;;;;;;;;;;x
chi_newdailylife_revolution_desc;我们的孱弱的国民是无法在世界上立足的,要想让我们的国民强大,需要从最基本的生活习惯开始.;;;;;;;;;;;;;;x
JAP_north_China1_title;策动北支那事变;;;;;;;;;;;;;;x
JAP_north_China1_desc;支那为守卫北支,曾不惜两度同帝国开战,如今到了用政治手段蚕食北支那的时候了.;;;;;;;;;;;;;;x
CHI_north_China1_title;成立冀察政务委员会;;;;;;;;;;;;;;x
CHI_north_China1_desc;在日本强大的军事压迫和政治打压下,中央在华北已威权日去,是时候让一个代理人分散华北的压力了.;;;;;;;;;;;;;;x
independent_CJD_title;成立冀东防共自治政府;;;;;;;;;;;;;;x
independent_CJD_desc;分离北支五省的计划受挫,帝国将为北支寻找一个新的代言人.;;;;;;;;;;;;;;x
Stopping_Qinghai_tibet_war_title;调停青藏冲突;;;;;;;;;;;;;;x
Stopping_Qinghai_tibet_war_desc;华北局势趋稳,南方匪区亦趋于安定,是时候该承担起调解地方冲突的责任了;;;;;;;;;;;;;;x
Enter_into_Hunan_province_title;分化湖南军阀;;;;;;;;;;;;;;x
Enter_into_Hunan_province_desc;随着抗战全面爆发,各地方实力派纷纷输诚,程潜赴职中央何键的军队也调出湖南......这正是将湖南彻底纳入中央管辖的好时机.;;;;;;;;;;;;;;x
RuiJin_war_JiangXi_KouMingTang_title;第五次反围剿;;;;;;;;;;;;;;x
RuiJin_war_JiangXi_KouMingTang_desc;正当华北军兴,日寇叩关之际,国民党不顾民族大义,不念救亡图存,一意孤行,再次集结重兵围剿中央苏区,中国革命的星火将走向何方?;;;;;;;;;;;;;;x
Long_March_title;战略转移;;;;;;;;;;;;;;x
Long_March_desc;为了保卫中国革命的火种,粉碎五次围剿,在敌人优势兵力的压迫之下,不能不暂时的放弃某些苏区与城市,缩短战线,集结力量,求得战术上的优势,以争取决战的胜利;;;;;;;;;;;;;;x
China_Commist_Party_ZhunYi_Conference_title;召开中共中央政治局扩大会议;;;;;;;;;;;;;;x
China_Commist_Party_ZhunYi_Conference_desc;由于王明、博古等人的左倾领导,使得党在一系列革命运动中遭受了重大损失.危难之时诚应思变,共产党需要真正能领导中国革命的强人而不是这些机会主义者!;;;;;;;;;;;;;;x
NanChang_war_JiangXi_Commist_title;结束第四次围剿;;;;;;;;;;;;;;x
NanChang_war_JiangXi_Commist_desc;华北危急,剿匪前线将士亦疲敝不堪.此诚应暂停剿匪,勤于练兵,为下次剿匪做好万全准备.;;;;;;;;;;;;;;x
Xian_war_ShanXi_Commist_title;成立西北剿总;;;;;;;;;;;;;;x
Xian_war_ShanXi_Commist_desc;成立西北剿总,调集东北军主力至陕甘一带围剿红军.;;;;;;;;;;;;;;x
Intagrate_China_SiChuan_title;政令统一四川;;;;;;;;;;;;;;x
Intagrate_China_SiChuan_desc;刘湘在‘二刘争川’中胜出后,在四川已然一家独大,邓、杨等人已不成气候.如今,应刘湘之请取消四川防区制度,政令统一四川,也便于中央日后同四川斡旋.;;;;;;;;;;;;;;x
Anti_jap_front_great_wall_win_title;坚守冀东;;;;;;;;;;;;;;x
Anti_jap_front_great_wall_win_desc;日军被死死抵挡在长城沿线,但我们也无力再战,是时候做出了结了;;;;;;;;;;;;;;x
chi_army_revolution2_title;整理地方部队;;;;;;;;;;;;;;x
chi_army_revolution2_desc;通过五次围剿战争将共产党驱逐出江西的同时,中央军也已然扫清了福建、贵州的反对势力.中央的势力已经逐渐从长江下游拓张至华南、西南诸省,整编地方部队已然成为了实现‘安内’的重要一步.;;;;;;;;;;;;;;x
guangxi_army_anti_jap_title;整编部队抗日;;;;;;;;;;;;;;x
guangxi_army_anti_jap_desc;北上抗日,共赴国难!;;;;;;;;;;;;;;x
Unit_front_to_antiJap_title;整编地方抗日武装;;;;;;;;;;;;;;x
Unit_front_to_antiJap_desc;华北战局危急,淞沪烽烟又起,国民政府军事委员会深知单凭中央军正面血战定然不能完成之久抗战的目标.\n在卢沟桥事变爆发后不久,刘湘便主动通电全国请缨抗战,不久后,在8月9日的南京国防会议上,龙云也主动请缨抗战,各大地方实力派也纷纷表明‘共赴国难’的决心,军委会借此契机制定新番号、编制,并按此方案通电地方进行整编.;;;;;;;;;;;;;;x
Intagrate_China_XinJiang_title;瓦解新疆地方实力派;;;;;;;;;;;;;;x
Intagrate_China_XinJiang_desc;盛世才的势力自1933至今已经统治新疆将近十年,这十年来,盛世才在苏联、共产党和国民政府三方游走,投机取巧......如今抗战局势趋稳,苏联亦无暇东顾,瓦解盛世才在新疆的势力的时机到了.;;;;;;;;;;;;;;x
Peace_SOV_title;同苏联接触;;;;;;;;;;;;;;x
Peace_SOV_desc;同苏联接触是明智之举;;;;;;;;;;;;;;x
SIK_Briger_title;保护西北国际交通线;;;;;;;;;;;;;;x
SIK_Briger_desc;全面抗战爆发后,苏联对华援助必然经过新疆,我们需要负起保护国际交通线的责任;;;;;;;;;;;;;;x
CXM_west_attck_title;西进新疆腹地;;;;;;;;;;;;;;x
CXM_west_attck_desc;西进新疆腹地;;;;;;;;;;;;;;x
Anti_jap_united_front_first_title;在瓦窑堡召开政治局会议;;;;;;;;;;;;;;x
Anti_jap_united_front_first_desc;历经万里长征,中央红军终于到达了陕北并在此立足.面对蒋匪帮即将到来的围剿,面对日寇的步步进逼,是时候该坐下来商量红军和中国的前途与命运了.;;;;;;;;;;;;;;x
Guide_for_guerrilla_title;平原游击战争指示;;;;;;;;;;;;;;x
Guide_for_guerrilla_desc;随着国民党军在华北节节败退,山西的正规战争结束,以八路军为主力的游击战争成为了坚持华北抗战的唯一希望......;;;;;;;;;;;;;;x
Yanan_revolution_title;整风运动;;;;;;;;;;;;;;x
AntiJapan_create_guide_title;<抗战建国纲领>;;;;;;;;;;;;;;x
AntiJapan_create_guide_desc;随着日寇的铁蹄在中原大地上步步进逼,国民党迫于严峻的形势也在武汉召开了全国临时代表大会.会议主要定制并通过了<抗战建国纲领>,并选举汪精卫出任国民党副总裁.;;;;;;;;;;;;;;x
Yanan_revolution_desc;共产国际的经验并不能很好的指导中国革命,作为能独立自主地领导中国革命的政党,是时候清算党内的共产国际代言人了!;;;;;;;;;;;;;;x
JAP_invasion_indochina_title;进驻印支;;;;;;;;;;;;;;x
