xxxx;;;;;;;;;;;;;;x
#######################################;;;;;;;;;;;;;;x
# 载入画面;;;;;;;;;;;;;;x
#######################################;;;;;;;;;;;;;;x
LOADING_MAP_SPRITES;匈奴未灭,何以家为;;;;;;;;;;;;;;x
LOADING_GUI_DEF;匈奴未灭,何以家为;;;;;;;;;;;;;;x
LOADING_DATABASES;匈奴未灭,何以家为;;;;;;;;;;;;;;x
LOADING_DATABASES2;匈奴未灭,何以家为;;;;;;;;;;;;;;x
INIT_MAP_LOGIC;匈奴未灭,何以家为;;;;;;;;;;;;;;x
CREATING_CHKSUM;为有牺牲多壮志,敢教日月换新天;;;;;;;;;;;;;;x
LOADING_HISTORY;一寸山河一寸血,十万青年十万军;;;;;;;;;;;;;;x
LOADING_SOUNDS;一寸山河一寸血,十万青年十万军;;;;;;;;;;;;;;x
PROC_FLAGS;欢迎使用【漫天花雨】MOD;;;;;;;;;;;;;;x
LOAD_FLAGS;一寸山河一寸血,十万青年十万军;;;;;;;;;;;;;;x
LOAD_GFX;为有牺牲多壮志,敢教日月换新天 ;;;;;;;;;;;;;;x
CREATING_THE_WORLD;萧瑟秋风今又是,换了人间;;;;;;;;;;;;;;x
CREATING_TREES;但使龙城飞将在,不教胡马度阴山;;;;;;;;;;;;;;x
CREATING_BORDERS;为有牺牲多壮志,敢教日月换新天;;;;;;;;;;;;;;x
CREATING_RIVERS;但使龙城飞将在,不教胡马度阴山;;;;;;;;;;;;;;x
MAP_PROPERLY_INIT;萧瑟秋风今又是,换了人间;;;;;;;;;;;;;;x
CREATING_PROVINCE;为有牺牲多壮志,敢教日月换新天;;;;;;;;;;;;;;x
CREATING_TEXTS;但使龙城飞将在,不教胡马度阴山;;;;;;;;;;;;;;x
LOAD_EVENTS;为有牺牲多壮志,敢教日月换新天;;;;;;;;;;;;;;x
ADAPTING_HISTORY;为有牺牲多壮志,敢教日月换新天;;;;;;;;;;;;;;x
CALC_PATHS;战士军前半死生,美人帐下犹歌舞;;;;;;;;;;;;;;x
