xxxx;;;;;;;;;;;;;;x
WARMAP_LEADER_LI_ZONGREN;李宗仁;;;;;;;;;;;;;x
WARMAP_LEADER_LI_ZONGREN_DESC;国民党元老，国民革命军高级将领，地方实力派人物。其善于组织大兵团防御作战，在台儿庄会战中重挫日军，名震一时。;;;;;;;;;;;;;x
WARMAP_LEADER_LIST_LI_ZONGREN;军事主官　李宗仁;;;;;;;;;;;;;x
WARMAP_LEADER_JU_ZHENG;居正;;;;;;;;;;;;;x
WARMAP_LEADER_JU_ZHENG_DESC;国民党元老，著名的国民党右派人士。在1925年因连同林森发公开反对联俄联共被国民党开除党籍，1927年恢复党籍，1931年后任国民政府司法院院长。;;;;;;;;;;;;;x
WARMAP_LEADER_LIST_JU_ZHENG;行政主官　居正;;;;;;;;;;;;;x
WARMAP_BANNER_LEFT;一寸山河一寸血;;;;;;;;;;;;;x
WARMAP_BANNER_TITLE;中国人民抗日战争;;;;;;;;;;;;;x
WARMAP_BANNER_RIGHT;十万青年十万军;;;;;;;;;;;;;x
WARMAP_BANNER_JAPAN;暴支膺惩;;;;;;;;;;;;;x
WARMAP_LEGEND;图例;;;;;;;;;;;;;x
WARMAP_COMBAT_ZONE;交战区;;;;;;;;;;;;;x
WARMAP_PARTIAL_LOSS;部分沦陷;;;;;;;;;;;;;x
WARMAP_BASIC_LOSS;半部沦陷;;;;;;;;;;;;;x
WARMAP_TOTAL_LOSS;全部沦陷;;;;;;;;;;;;;x
WARMAP_INITIAL_OCCUPATION;初步占领;;;;;;;;;;;;;x
WARMAP_BASIC_OCCUPATION;基本占领;;;;;;;;;;;;;x
WARMAP_TOTAL_OCCUPATION;完全占领;;;;;;;;;;;;;x
WARMAP_WAR_PROGRESS;总体战局;;;;;;;;;;;;;x
WARMAP_APPOINTABLE_LEADERS;可任命主官（军事／政务）;;;;;;;;;;;;;x
WARMAP_STEP_DOWN;卸任;;;;;;;;;;;;;x
WARMAP_PROVINCE_TASK_HEADER;省份任务;;;;;;;;;;;;;x
WARMAP_PROVINCE_TASK_EMERGENCY_MOBILIZATION;地方紧急动员;;;;;;;;;;;;;x
WARMAP_PROVINCE_TASK_EMERGENCY_MOBILIZATION_DESC;消耗5人力，在所选区域的全部省份获得持续30日的地方紧急动员。效果：当地人力修正 +10%，当地资源产出 +5%。;;;;;;;;;;;;;x
